# psi logA_t_0 f_t_0 tau_t_0 phi_t_0 logL logPrior
1.979031264046277494e+00 -2.072957057853311369e+01 2.529821758805765626e+02 5.959597836596986636e-03 4.682680343613674800e+00 3.870386963027194724e+04 0.000000000000000000e+00
1.104430644288990626e+00 -2.060264277261892474e+01 2.537256072677363647e+02 3.698691123512910014e-03 3.020844675626176645e+00 3.870386971927461855e+04 0.000000000000000000e+00
5.696131494171952081e-01 -2.054879168595223149e+01 2.412502900255821885e+02 3.489700354712204581e-03 2.119405749786114512e+00 3.870386979152167623e+04 0.000000000000000000e+00
2.805826349948397080e+00 -2.075966276797820598e+01 2.401834342757888123e+02 5.843739876387032961e-03 3.293661099662049674e-01 3.870387092559823941e+04 0.000000000000000000e+00
1.893463476587557315e+00 -2.074951802423245439e+01 2.447446692695274351e+02 5.116799132696194310e-03 4.828406005668028023e+00 3.870387433793719538e+04 0.000000000000000000e+00
1.640907027217304970e+00 -2.062363862327061170e+01 2.421138238506190135e+02 3.619347412721222405e-03 4.376231600695857260e+00 3.870387488599152130e+04 0.000000000000000000e+00
1.862786208293884194e+00 -2.056238419945750806e+01 2.392990896183052030e+02 3.684381021107025009e-03 4.826503048582254429e+00 3.870387581100255920e+04 0.000000000000000000e+00
3.120366681021558009e+00 -2.056834611382053168e+01 2.397944649113930780e+02 3.339585945626676738e-03 9.433675246766691780e-01 3.870387595281387621e+04 0.000000000000000000e+00
8.982045281714383655e-01 -2.060312217111646405e+01 2.526802810281346581e+02 3.693548301761276180e-03 2.686318187960250903e+00 3.870387596518946521e+04 0.000000000000000000e+00
2.146923331710616001e+00 -2.080490364635400269e+01 2.453116255731754904e+02 6.875317479421148327e-03 5.148162529051466763e+00 3.870387604490918602e+04 0.000000000000000000e+00
2.248900638695407572e+00 -2.065692752259095144e+01 2.419821464106169344e+02 5.047929181574872803e-03 5.574620326769530010e+00 3.870387653759479872e+04 0.000000000000000000e+00
2.288233991663430889e+00 -2.066655553261170297e+01 2.456804058834450757e+02 5.535107483934913891e-03 5.464596472157118079e+00 3.870387690172454313e+04 0.000000000000000000e+00
2.414769647047507739e+00 -2.070225811465067167e+01 2.499610200048511501e+02 5.586496914346083045e-03 5.541313003063976339e+00 3.870387867961941083e+04 0.000000000000000000e+00
1.090638112151941730e+00 -2.072712284432499175e+01 2.468981797488815459e+02 4.961900523974395114e-03 3.206086779076204429e+00 3.870387872709958174e+04 0.000000000000000000e+00
4.338199548003968814e-02 -2.080409336406535203e+01 2.449653691997985732e+02 6.794273482651562793e-03 9.483364295650753562e-01 3.870388143172863056e+04 0.000000000000000000e+00
6.387294769976681330e-02 -2.062299190792458248e+01 2.402556631852789053e+02 4.333026536926546865e-03 1.255575141511659609e+00 3.870388344382440118e+04 0.000000000000000000e+00
9.829507165205207952e-01 -2.073388473050477998e+01 2.389755213411527563e+02 5.029612151528877265e-03 2.948140859690384641e+00 3.870388604363924969e+04 0.000000000000000000e+00
1.390676577436970263e+00 -2.075499131972491895e+01 2.404888953400486002e+02 5.904167183879133370e-03 3.762372351954054395e+00 3.870388643764435983e+04 0.000000000000000000e+00
2.213629635026458597e+00 -2.068541395326043641e+01 2.501910093106914701e+02 5.111674441384927818e-03 5.379793742543029111e+00 3.870388710004172754e+04 0.000000000000000000e+00
7.833141828740863843e-01 -2.072745187026340830e+01 2.496884144634954055e+02 5.226544277128332069e-03 2.528759282487175408e+00 3.870388712950286572e+04 0.000000000000000000e+00
1.695001781966995136e+00 -2.062622580036353170e+01 2.458682362832417425e+02 4.901527318288139042e-03 4.274248237610710710e+00 3.870388754029091069e+04 0.000000000000000000e+00
2.630509524524414555e+00 -2.061474738346749191e+01 2.394943763250041684e+02 3.715974157511282589e-03 1.137742674266517123e-01 3.870388817313754407e+04 0.000000000000000000e+00
8.103703024762662910e-01 -2.077701433095491268e+01 2.434079466726770704e+02 5.677659637211167343e-03 2.471758735624797865e+00 3.870388856799306086e+04 0.000000000000000000e+00
2.964899599892194093e+00 -2.061057756996969204e+01 2.513684315817804418e+02 3.560393801299337451e-03 5.544416460106731392e-01 3.870388998137100862e+04 0.000000000000000000e+00
2.912103320983680632e+00 -2.077792702464875774e+01 2.456368351082576567e+02 6.929044602461855232e-03 4.460767860313209487e-01 3.870389005491829448e+04 0.000000000000000000e+00
8.850872643831459996e-01 -2.069895680678471805e+01 2.474862865357677890e+02 4.158238983643398369e-03 2.743912803629156905e+00 3.870389014443006454e+04 0.000000000000000000e+00
1.415555974372502579e+00 -2.082119062395271669e+01 2.486886815147050811e+02 7.013911021666107554e-03 3.659831430575525513e+00 3.870389074257500033e+04 0.000000000000000000e+00
2.144020188916324177e+00 -2.071313614831476357e+01 2.543808005458561468e+02 5.236627492193030031e-03 4.973776930209418801e+00 3.870389086930375197e+04 0.000000000000000000e+00
1.836180346360568316e-01 -2.070432494502965426e+01 2.428315927490194213e+02 5.269473462706051638e-03 1.204950677651571933e+00 3.870389163914394157e+04 0.000000000000000000e+00
1.744161089229174566e+00 -2.070291251003477839e+01 2.455665291556053091e+02 5.205994568440524065e-03 4.545992012535641003e+00 3.870389166113777901e+04 0.000000000000000000e+00
2.380407447079066152e+00 -2.080984785831914152e+01 2.446086653594508107e+02 6.101766480577449150e-03 5.701817904579237428e+00 3.870389367723366740e+04 0.000000000000000000e+00
2.322064292988698320e+00 -2.072921624408696317e+01 2.481643633756146414e+02 4.829312144856289825e-03 5.375510846213815697e+00 3.870389504467077495e+04 0.000000000000000000e+00
6.376405144307556450e-01 -2.065704169059126727e+01 2.505334580143913854e+02 4.253873474602123256e-03 2.242443229612447020e+00 3.870389531876407273e+04 0.000000000000000000e+00
7.190230401223786094e-01 -2.067246376229435612e+01 2.445268000664755448e+02 5.068922749549005340e-03 2.249831685411914695e+00 3.870389650991116650e+04 0.000000000000000000e+00
9.145885694802249333e-01 -2.062466426344558457e+01 2.531360789720147295e+02 3.722914745487942122e-03 2.613881042864853566e+00 3.870389671269507380e+04 0.000000000000000000e+00
1.752982549407292368e+00 -2.071157676011780424e+01 2.474396544215201459e+02 4.658268727889014818e-03 4.247528395827474768e+00 3.870389737532478466e+04 0.000000000000000000e+00
2.465624032674307298e+00 -2.064036985456845130e+01 2.527915950230863302e+02 3.909222922684010317e-03 5.820301572874333473e+00 3.870389762669205084e+04 0.000000000000000000e+00
4.573065022795745338e-01 -2.066912002566100881e+01 2.510733704315140642e+02 5.151417518090116963e-03 1.814200084644878030e+00 3.870389782636164455e+04 0.000000000000000000e+00
7.645728578229047390e-01 -2.065401779977653618e+01 2.513494449766023990e+02 3.744621407939157775e-03 2.383786652670073725e+00 3.870389795762384892e+04 0.000000000000000000e+00
1.438853692213546642e+00 -2.068169994237516107e+01 2.492202148897102347e+02 4.223847310732969061e-03 3.617233205156838771e+00 3.870389936353742814e+04 0.000000000000000000e+00
1.866933277150124137e+00 -2.066952671155036825e+01 2.442932431066763286e+02 3.922978550567342293e-03 4.781071903730511607e+00 3.870390126505461376e+04 0.000000000000000000e+00
4.346098166520536155e-01 -2.065463761044807356e+01 2.506112851401169905e+02 4.760271174565614515e-03 1.812281895245486441e+00 3.870390483237181616e+04 0.000000000000000000e+00
2.242657292485587650e+00 -2.066299411112491669e+01 2.444531869115101017e+02 4.297530115961203240e-03 5.573891717089156650e+00 3.870390516421179200e+04 0.000000000000000000e+00
6.919442970155583739e-01 -2.068730206715504139e+01 2.540678738322757795e+02 5.208575033876585575e-03 2.121859217558404342e+00 3.870390596011239541e+04 0.000000000000000000e+00
2.834372265639609534e+00 -2.067575574337100974e+01 2.477920483413210206e+02 5.666237054585867260e-03 2.395345695297096678e-01 3.870390606596793077e+04 0.000000000000000000e+00
2.250568541262420563e+00 -2.065272525661558589e+01 2.458520024690014054e+02 3.610828719802296714e-03 5.447311644628122451e+00 3.870390814524573216e+04 0.000000000000000000e+00
1.359429886193907144e+00 -2.079592218442666862e+01 2.509519466041059559e+02 5.778837268659005842e-03 3.498782216532085876e+00 3.870390844446966366e+04 0.000000000000000000e+00
1.758892121086903293e+00 -2.074751632160293724e+01 2.466143424359984238e+02 5.834416085633555189e-03 4.266254824264745338e+00 3.870390855107670359e+04 0.000000000000000000e+00
2.759272791151524906e+00 -2.062574846865886613e+01 2.362301626193063555e+02 4.231980906775544178e-03 3.427414361712307067e-01 3.870390964923900174e+04 0.000000000000000000e+00
1.965888721886621948e-01 -2.061700302321675693e+01 2.507565837267653706e+02 4.226515630989953996e-03 1.338727238130601460e+00 3.870390995539267897e+04 0.000000000000000000e+00
6.792082717279356308e-01 -2.075675266536198293e+01 2.491053488719900315e+02 5.985252169152045602e-03 2.301161667461682381e+00 3.870391028775589803e+04 0.000000000000000000e+00
1.902772335382738600e+00 -2.077679079378736304e+01 2.459093660693526999e+02 5.204910745206255303e-03 4.758638312406242576e+00 3.870391304617179412e+04 0.000000000000000000e+00
9.293798522158130959e-01 -2.071085802453033509e+01 2.510396889320208516e+02 5.197867735862927996e-03 2.784776623070269519e+00 3.870391316772238497e+04 0.000000000000000000e+00
1.681055078517332602e+00 -2.077298407449103124e+01 2.436664911675775045e+02 5.671613627571553580e-03 4.396186887721689196e+00 3.870391338440340041e+04 0.000000000000000000e+00
2.604264848647527497e+00 -2.064770655676239031e+01 2.492626591735356669e+02 4.992476649936460585e-03 5.982231317635836376e+00 3.870391375781729585e+04 0.000000000000000000e+00
1.562051168358814746e+00 -2.059117917801329511e+01 2.431235331973736038e+02 4.258759272453931793e-03 4.169652488916340438e+00 3.870391452170167031e+04 0.000000000000000000e+00
2.253377257539245448e+00 -2.064151390085572046e+01 2.364194431317418150e+02 4.413184292321835692e-03 5.585540202215517169e+00 3.870391484498677164e+04 0.000000000000000000e+00
1.730762683939253588e+00 -2.061642657629520059e+01 2.506134868749019802e+02 4.585326285716010558e-03 4.335346125932615813e+00 3.870391486020190496e+04 0.000000000000000000e+00
9.907204279068837494e-01 -2.059249445241290033e+01 2.429933544795422335e+02 3.649116713172236102e-03 3.078413645173453173e+00 3.870391518477194040e+04 0.000000000000000000e+00
2.425716206610251557e+00 -2.055356831193467571e+01 2.387565789877612872e+02 3.446622459820045635e-03 5.935818867095094653e+00 3.870391538654095348e+04 0.000000000000000000e+00
2.919087961497830452e-01 -2.066664494847269395e+01 2.550449360630872775e+02 4.393957508173655484e-03 1.308382196415041943e+00 3.870391565411755437e+04 0.000000000000000000e+00
1.821561391942767782e+00 -2.064623053795512320e+01 2.414322030236363048e+02 3.669292512261342499e-03 4.582350748959705733e+00 3.870391608236853790e+04 0.000000000000000000e+00
2.112851164840871210e+00 -2.074937561560155430e+01 2.479892892490018994e+02 4.831626592929162689e-03 4.999286599443871104e+00 3.870391615036141593e+04 0.000000000000000000e+00
1.939553650300951615e+00 -2.072470997683197069e+01 2.406977343592573959e+02 5.828486442158976877e-03 4.893895005300308299e+00 3.870391740956612193e+04 0.000000000000000000e+00
8.823981002118758132e-01 -2.073453654327359885e+01 2.432826170591790742e+02 6.134910949033064304e-03 2.655836676077134584e+00 3.870392126481534069e+04 0.000000000000000000e+00
2.895399327023634228e+00 -2.068007340219256918e+01 2.487460943467949903e+02 5.666379158550635328e-03 3.925688306458078869e-01 3.870392304119854816e+04 0.000000000000000000e+00
1.797683858596944795e+00 -2.072250595598964651e+01 2.415991826759221226e+02 5.754898053496266055e-03 4.654436175187430358e+00 3.870392308998081717e+04 0.000000000000000000e+00
2.771839361018097581e+00 -2.056380816526995048e+01 2.393303540530140765e+02 3.759703763190954100e-03 3.237809016588770739e-01 3.870392470575178595e+04 0.000000000000000000e+00
2.682724969483675004e+00 -2.066845584736876518e+01 2.362690753663799228e+02 4.231530435050428682e-03 1.590518863193160770e-01 3.870392472898005508e+04 0.000000000000000000e+00
1.730934767628070636e+00 -2.060064715514417699e+01 2.452171240183309067e+02 3.818245818361938604e-03 4.296983495530685815e+00 3.870392507259108970e+04 0.000000000000000000e+00
5.875827430272221319e-01 -2.078959873487753285e+01 2.427182940804928251e+02 6.044474512092368711e-03 2.172842995223860374e+00 3.870392550469964044e+04 0.000000000000000000e+00
2.083101209365846529e+00 -2.073654076596168849e+01 2.453807606159136583e+02 6.001376262765087573e-03 5.183264711234850886e+00 3.870392595282269758e+04 0.000000000000000000e+00
1.280829090483180277e+00 -2.075696667949599217e+01 2.513246869340244132e+02 4.962672510452269432e-03 3.334230117215120082e+00 3.870392634304473904e+04 0.000000000000000000e+00
5.216596695553865626e-01 -2.078178926740471866e+01 2.454577146293568433e+02 5.298793785814734023e-03 1.892182145748956934e+00 3.870392820942792605e+04 0.000000000000000000e+00
1.853490404631355615e+00 -2.064674589965885332e+01 2.472079001152572744e+02 3.621861561084526154e-03 4.661404820678512806e+00 3.870392856665037107e+04 0.000000000000000000e+00
2.832412693208603560e+00 -2.074268091026975114e+01 2.437024598591859217e+02 5.899361491709572899e-03 2.181077280526230455e-01 3.870392887029610574e+04 0.000000000000000000e+00
1.640400795513371701e+00 -2.064620202766881008e+01 2.514989738437673168e+02 4.990697757244813397e-03 4.088829798537207516e+00 3.870392903338035831e+04 0.000000000000000000e+00
2.884424964210700271e+00 -2.066160236759984414e+01 2.486958300992053523e+02 5.230195821121834572e-03 4.258487661083410480e-01 3.870392982964371913e+04 0.000000000000000000e+00
2.195318505192211944e+00 -2.067914928790100504e+01 2.475523618864444302e+02 5.681877579825639867e-03 5.299750390947912670e+00 3.870392986633607507e+04 0.000000000000000000e+00
3.112976501078541514e-01 -2.074968606653609626e+01 2.417754169843087766e+02 6.057734881708499997e-03 1.652533996945361405e+00 3.870393043357366696e+04 0.000000000000000000e+00
1.441134803404209519e+00 -2.073465849780937376e+01 2.492512455206990580e+02 5.456447964105385490e-03 3.844341430964899331e+00 3.870393061256781948e+04 0.000000000000000000e+00
1.270087377286216457e+00 -2.075697790127362552e+01 2.422229510272738082e+02 5.496135707566520215e-03 3.602197037301346771e+00 3.870393090841642697e+04 0.000000000000000000e+00
2.762202480005912619e+00 -2.068164081978105173e+01 2.408350672482191612e+02 4.137308617576940240e-03 3.345290108509544336e-01 3.870393188600135181e+04 0.000000000000000000e+00
2.881185603055610223e+00 -2.065390413559335769e+01 2.423488207907942069e+02 5.206727836748935301e-03 4.690272392445460903e-01 3.870393255411924474e+04 0.000000000000000000e+00
2.504315987014344103e+00 -2.069179623859552564e+01 2.444759523099189380e+02 4.078415773875114329e-03 5.867949746935043898e+00 3.870393288211200706e+04 0.000000000000000000e+00
2.090690193156207854e+00 -2.078578829568520803e+01 2.464340313811233045e+02 6.638229652805876027e-03 5.135310094443529927e+00 3.870393358965477091e+04 0.000000000000000000e+00
2.376202783142030484e+00 -2.076843271693018167e+01 2.499999420247672788e+02 5.385410835060445468e-03 5.472581283207599512e+00 3.870393409273173165e+04 0.000000000000000000e+00
1.910743821083368543e-01 -2.074370580940062325e+01 2.484680649187200174e+02 4.689677123545127856e-03 1.169476159308592944e+00 3.870393439730120735e+04 0.000000000000000000e+00
1.319880314848715930e+00 -2.056523698611219331e+01 2.499480978302916867e+02 3.504534097506422762e-03 3.549701625681054740e+00 3.870393524250471819e+04 0.000000000000000000e+00
1.905575820371708806e+00 -2.060804516762849659e+01 2.358794767634366281e+02 3.723421714596221802e-03 4.922896486905993463e+00 3.870393638644910970e+04 0.000000000000000000e+00
1.504404927344210607e-01 -2.065131923690420379e+01 2.422928294282515935e+02 4.609544252706932778e-03 1.163407283452037699e+00 3.870393740121459996e+04 0.000000000000000000e+00
1.081509712026252013e+00 -2.061857886826100739e+01 2.509330758314991954e+02 4.334017778745025834e-03 2.923938704283725709e+00 3.870393765311392053e+04 0.000000000000000000e+00
2.833478248998897442e+00 -2.081612602227151143e+01 2.457679672519801386e+02 6.695777895120666803e-03 2.519757179756793031e-01 3.870393788403139479e+04 0.000000000000000000e+00
1.644762872300700840e+00 -2.059834525015796203e+01 2.422871194373468313e+02 4.056893083649569694e-03 4.188867566211261995e+00 3.870393825051163003e+04 0.000000000000000000e+00
1.510385158669319772e+00 -2.069443944055706197e+01 2.412881901702785115e+02 5.328100622335772002e-03 3.929989725877888418e+00 3.870393949632400472e+04 0.000000000000000000e+00
3.040945571490684340e+00 -2.057520974481010967e+01 2.439143740365415454e+02 3.273407686178538348e-03 8.247577164290724738e-01 3.870394466350891162e+04 0.000000000000000000e+00
5.820005523073705778e-01 -2.073163378868705564e+01 2.463600106467816886e+02 5.954363383308065687e-03 1.939971712685142347e+00 3.870394567924684816e+04 0.000000000000000000e+00
2.573346118129110849e+00 -2.076096832436892115e+01 2.426844249637568112e+02 5.217358174257343863e-03 6.028548180140205659e+00 3.870394640924501437e+04 0.000000000000000000e+00
6.393630742522105059e-01 -2.077311058667536159e+01 2.509106859944351129e+02 5.260951170809315298e-03 2.052243889807034982e+00 3.870394642850544915e+04 0.000000000000000000e+00
2.312643210344082156e+00 -2.066768547306349291e+01 2.523652304948774372e+02 3.965198694650345565e-03 5.408070276857021241e+00 3.870394691287457681e+04 0.000000000000000000e+00
2.022665166348315502e+00 -2.067635808583317569e+01 2.545746507980051092e+02 4.821753969585137675e-03 4.767020487260483108e+00 3.870394718887840281e+04 0.000000000000000000e+00
5.039927223485514141e-01 -2.064405477269745859e+01 2.532591041340320714e+02 4.671282001337529605e-03 1.829842697248563299e+00 3.870394734472867276e+04 0.000000000000000000e+00
1.736114600111985595e+00 -2.074511883353541464e+01 2.516755155912730118e+02 4.814955863699058557e-03 4.272349470461240806e+00 3.870394912813863630e+04 0.000000000000000000e+00
2.516799878768068321e+00 -2.068270097265209984e+01 2.546547920347964293e+02 4.899992168858591755e-03 5.793808747457772412e+00 3.870395010023964278e+04 0.000000000000000000e+00
8.453424136207933204e-01 -2.078470227818313276e+01 2.491586340165965794e+02 5.446128386718668973e-03 2.561153604285316021e+00 3.870395082756077318e+04 0.000000000000000000e+00
2.153334373822913594e+00 -2.076662443518000956e+01 2.431658156263702608e+02 5.376275169069170794e-03 5.336816956921562216e+00 3.870395108787352365e+04 0.000000000000000000e+00
1.503251648952016239e+00 -2.072823904398313033e+01 2.391307850402993438e+02 5.430365650261676468e-03 4.026785630275521832e+00 3.870395152840807714e+04 0.000000000000000000e+00
2.278490774387508022e+00 -2.061021918243171314e+01 2.525680632406143786e+02 4.250226561754733186e-03 5.394248514533040328e+00 3.870395298215896037e+04 0.000000000000000000e+00
2.389840451853430636e+00 -2.070760982011596241e+01 2.378749361523665016e+02 4.879593435716706416e-03 5.803771776430851403e+00 3.870395379194786801e+04 0.000000000000000000e+00
3.178939852077327655e-01 -2.061599299512301542e+01 2.465659416080185338e+02 3.672689860722582432e-03 1.667460552810073660e+00 3.870395484828630288e+04 0.000000000000000000e+00
3.085989632894704293e+00 -2.059225178097034004e+01 2.433217662486435415e+02 4.352532651701702254e-03 8.796941655008413408e-01 3.870395688307680393e+04 0.000000000000000000e+00
3.077431519174173680e+00 -2.054522077494313237e+01 2.415849856285313990e+02 3.368447643907037173e-03 8.994441066518316097e-01 3.870395850186280586e+04 0.000000000000000000e+00
6.786958431617898801e-01 -2.075449410853220300e+01 2.468036869545954914e+02 6.344145339314336864e-03 2.137487369866179154e+00 3.870395854132097884e+04 0.000000000000000000e+00
1.563367148862111478e+00 -2.059965204022478247e+01 2.515140337951210086e+02 3.530578171586513589e-03 3.987435725089465866e+00 3.870395972834508575e+04 0.000000000000000000e+00
2.983566835557105890e+00 -2.073228161903288935e+01 2.408260905859643515e+02 4.672481484680509299e-03 6.357528498733365785e-01 3.870395976193507522e+04 0.000000000000000000e+00
1.739826177101985838e+00 -2.056438553174631423e+01 2.469962960402028216e+02 3.298690234255050209e-03 4.404630609964138799e+00 3.870396130545197957e+04 0.000000000000000000e+00
1.610989472574535064e+00 -2.064899176483641696e+01 2.420094728172541920e+02 3.642560937606828531e-03 4.187574016731493209e+00 3.870396281653772166e+04 0.000000000000000000e+00
2.532107471848138669e+00 -2.065352591844037988e+01 2.531601077200897691e+02 4.808001155982242862e-03 5.882883770877073815e+00 3.870396477207074349e+04 0.000000000000000000e+00
2.457872147467032864e+00 -2.080873912356697630e+01 2.481405147235574020e+02 6.936392683764956539e-03 5.718513539716528093e+00 3.870396576715185074e+04 0.000000000000000000e+00
1.082086399948818167e+00 -2.080880794329715400e+01 2.448383399817651593e+02 6.249319781011749772e-03 3.059073715400213445e+00 3.870396656067694857e+04 0.000000000000000000e+00
2.652829332239435289e-01 -2.066752907385644633e+01 2.383343589235933564e+02 4.269991799978840874e-03 1.659583208287446210e+00 3.870396944939434616e+04 0.000000000000000000e+00
2.763136178740754900e+00 -2.081142092257587350e+01 2.454003237573700176e+02 6.560565292310359918e-03 1.181931742354082882e-01 3.870396960554229008e+04 0.000000000000000000e+00
7.967185399137126645e-01 -2.072004984147078943e+01 2.531407985817745896e+02 5.692017897439410716e-03 2.327048988193158419e+00 3.870397196750769217e+04 0.000000000000000000e+00
2.705243641505370444e+00 -2.068281964029140596e+01 2.441478779500648386e+02 4.223082145967723550e-03 1.895509166254227829e-01 3.870397836209640082e+04 0.000000000000000000e+00
1.970598724072386121e+00 -2.074607301279734628e+01 2.524927327842095792e+02 6.039584740090939673e-03 4.719270038365579012e+00 3.870397906668436917e+04 0.000000000000000000e+00
3.084914240306715794e+00 -2.077402534325610617e+01 2.423876855146644118e+02 5.892458620424503163e-03 7.938752505603169363e-01 3.870397972851373197e+04 0.000000000000000000e+00
5.145171550343544675e-01 -2.068121287642529893e+01 2.405087858901319180e+02 4.393551181909327759e-03 1.933035326480420313e+00 3.870398105719925661e+04 0.000000000000000000e+00
9.070158946255120203e-01 -2.065015032661392880e+01 2.469743461647195204e+02 3.673609512209701725e-03 2.682187459317167733e+00 3.870398137260068324e+04 0.000000000000000000e+00
2.070162469717033549e+00 -2.065584624444922568e+01 2.535957812472300930e+02 4.310399217056185006e-03 4.995412461396625758e+00 3.870398164241744234e+04 0.000000000000000000e+00
1.555078116917936626e+00 -2.069375540166297256e+01 2.445618151956215627e+02 4.216929908562641258e-03 4.145624628602346817e+00 3.870398206947120343e+04 0.000000000000000000e+00
4.822977214585056904e-01 -2.064279474622370358e+01 2.398688470518368376e+02 4.745705021663888801e-03 2.048659339958132541e+00 3.870398248062386119e+04 0.000000000000000000e+00
1.287766954802581187e+00 -2.064745566820784362e+01 2.509646122227326543e+02 3.775863261343456387e-03 3.380049582329881730e+00 3.870398327358254755e+04 0.000000000000000000e+00
8.496279811052822595e-01 -2.068056752824699274e+01 2.408486599554295253e+02 3.972743772881570309e-03 2.671336589917340021e+00 3.870398380389726663e+04 0.000000000000000000e+00
1.890439875945683079e+00 -2.055320822034567385e+01 2.468175728806759537e+02 3.447672011834419445e-03 4.712794082516508887e+00 3.870398576384234184e+04 0.000000000000000000e+00
8.026554512923872453e-01 -2.058707146113438924e+01 2.483180639381185415e+02 4.113747465514085676e-03 2.457936173811030578e+00 3.870398597832283122e+04 0.000000000000000000e+00
1.248536960434937892e+00 -2.057556001136745039e+01 2.392360172136968401e+02 3.536564856963568537e-03 3.605242339790053929e+00 3.870398682562722388e+04 0.000000000000000000e+00
1.489097828821239533e+00 -2.055574754680866789e+01 2.421458471642448274e+02 3.667391242907428860e-03 4.011970435017600423e+00 3.870398842291077017e+04 0.000000000000000000e+00
4.199399204404292707e-01 -2.080382708049281959e+01 2.501075387398110195e+02 6.624950819098761150e-03 1.646419580049183651e+00 3.870398905725298391e+04 0.000000000000000000e+00
1.550624718859432205e+00 -2.068756766202959696e+01 2.388221269617130531e+02 5.042608168857110225e-03 4.192468864409190310e+00 3.870398906824583537e+04 0.000000000000000000e+00
1.048951258813424436e+00 -2.080803315925872354e+01 2.453898072043501770e+02 6.155303164186825583e-03 3.009888936722301178e+00 3.870398925131468422e+04 0.000000000000000000e+00
2.068718193797163263e+00 -2.079569060903177302e+01 2.500669728883310938e+02 6.248011358721148635e-03 4.872761239510706943e+00 3.870398992134327273e+04 0.000000000000000000e+00
7.020534802006376252e-01 -2.075277477272660320e+01 2.498405715763768455e+02 5.062271361973711553e-03 2.303708501950398890e+00 3.870399061434897158e+04 0.000000000000000000e+00
1.331656019845894878e+00 -2.069845443304437183e+01 2.433160724761328026e+02 5.418550569105763659e-03 3.724928652485881564e+00 3.870399241836629517e+04 0.000000000000000000e+00
1.105471187532765853e+00 -2.069748789531640654e+01 2.500391712619670272e+02 5.656917962007126759e-03 3.101786770152609840e+00 3.870399242360626522e+04 0.000000000000000000e+00
5.829908768703264688e-01 -2.071616512053291359e+01 2.510494034016914497e+02 4.577238758546940504e-03 1.898308488718851716e+00 3.870399262299201655e+04 0.000000000000000000e+00
4.585043438955103134e-01 -2.079155615937815327e+01 2.432166883215186317e+02 5.980037939292873195e-03 1.838408110985800370e+00 3.870399336847131781e+04 0.000000000000000000e+00
1.637584536431165860e+00 -2.066183081533592159e+01 2.513435717880842049e+02 4.069525511400056035e-03 4.189737893706691807e+00 3.870399353074344253e+04 0.000000000000000000e+00
1.111452089180096525e+00 -2.070505456501602026e+01 2.489379007347368997e+02 6.001829320012442952e-03 3.052520333563192523e+00 3.870399385101446387e+04 0.000000000000000000e+00
1.321490878749591591e+00 -2.075226646873759506e+01 2.438295598602584278e+02 5.284031832908757387e-03 3.684012900357882092e+00 3.870399482182868087e+04 0.000000000000000000e+00
2.860829335396924300e+00 -2.067031150888442781e+01 2.532068052273968704e+02 5.055079156730474602e-03 2.134932218076344701e-01 3.870399603799956094e+04 0.000000000000000000e+00
4.056643837723983848e-01 -2.074493586801919420e+01 2.399005422724336540e+02 5.527284952665073060e-03 1.828659187744538617e+00 3.870399606423038495e+04 0.000000000000000000e+00
1.837348337663597508e+00 -2.078436810042700600e+01 2.482819405078690806e+02 6.553898244601908882e-03 4.583526106595446237e+00 3.870399888724443008e+04 0.000000000000000000e+00
1.735605351526637419e+00 -2.067010114489283268e+01 2.535691929698856484e+02 4.131626939541589716e-03 4.267240650251347134e+00 3.870399936368723138e+04 0.000000000000000000e+00
1.877927170465133022e+00 -2.074521274357937983e+01 2.534641389885536853e+02 5.640349096445715360e-03 4.492550254998549875e+00 3.870399939100451593e+04 0.000000000000000000e+00
1.495206845771014814e+00 -2.063051472540572462e+01 2.415261318118708402e+02 3.757742328098451733e-03 4.086887984876895530e+00 3.870399951171490102e+04 0.000000000000000000e+00
1.263258560457344748e+00 -2.072092630196736707e+01 2.429386044165532326e+02 5.857117910668119265e-03 3.555875346554767891e+00 3.870399957823260775e+04 0.000000000000000000e+00
2.427141193284882981e+00 -2.070706439169693169e+01 2.420212705160114410e+02 4.938107523624122967e-03 5.951946120669485474e+00 3.870400091299543419e+04 0.000000000000000000e+00
3.158747973032647316e-01 -2.069290210557722887e+01 2.421406981654497770e+02 5.339401161358362999e-03 1.523017546594225502e+00 3.870400129408785870e+04 0.000000000000000000e+00
2.941550051077328476e+00 -2.078667956345905310e+01 2.500417982239679304e+02 6.769243892756693533e-03 3.851214443704403800e-01 3.870400225610033522e+04 0.000000000000000000e+00
2.228674845993974696e+00 -2.059240840097343295e+01 2.458380525228649844e+02 3.776347986115354514e-03 5.502352408326214750e+00 3.870400276594974275e+04 0.000000000000000000e+00
1.740207680483407460e+00 -2.067534767246461769e+01 2.422338984613074615e+02 4.544147490329279900e-03 4.587385853285452342e+00 3.870400886681566044e+04 0.000000000000000000e+00
2.069197618885354473e-03 -2.067477377738481792e+01 2.373092815293030071e+02 4.230177891134522840e-03 1.060755698883404596e+00 3.870400970027920994e+04 0.000000000000000000e+00
1.581480944367842145e+00 -2.065490363294014386e+01 2.421199862647873999e+02 5.082684520980529190e-03 4.103425656632790464e+00 3.870401151976448455e+04 0.000000000000000000e+00
1.751194317154463054e+00 -2.076106093682406950e+01 2.499106355534949842e+02 5.507207796272002402e-03 4.215506586022808477e+00 3.870401165462431527e+04 0.000000000000000000e+00
